Date,Town,ProjectName,Story,PropertyType,Model,Tenure,AreaSQM,PricePSF,Price
1-May-19,Punggol,Blk 601D Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2012,93,4306.00,400000.00
1-May-19,Punggol,Blk 602B Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2012,93,4736.00,440000.00
1-May-19,Punggol,Blk 622A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,94,4768.00,448000.00
1-May-19,Punggol,Blk 622A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,95,4844.00,460000.00
1-May-19,Punggol,Blk 623A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,95,4263.00,405000.00
1-May-19,Punggol,Blk 623C Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,94,4930.00,463000.00
1-May-19,Punggol,Blk 624A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,96,4768.00,458000.00
1-May-19,Punggol,Blk 305D Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,95,5253.00,498888.00
1-May-19,Punggol,Blk 306D Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,95,5587.00,530000.00
1-May-19,Punggol,Blk 306D Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,97,5500.00,533500.00
1-May-19,Punggol,Blk 612B Punggol Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2012,93,5038.00,468000.00
1-May-19,Punggol,Blk 613C Punggol Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2012,93,5038.00,468888.00
1-May-19,Punggol,Blk 617D Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5005.00,465000.00
1-May-19,Punggol,Blk 618A Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5167.00,480000.00
1-May-19,Punggol,Blk 619A Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,4736.00,440888.00
1-May-19,Punggol,Blk 619D Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,4898.00,455000.00
1-May-19,Punggol,Blk 633B Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2007,92,4219.00,388000.00
1-May-19,Punggol,Blk 641B Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2005,91,4123.00,375000.00
1-May-19,Punggol,Blk 167C Punggol East,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,92,4241.00,390000.00
1-May-19,Punggol,Blk 168B Punggol East,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,92,4618.00,425000.00
1-May-19,Punggol,Blk 170A Punggol Field,XX to XX,4-Room,Model A,99 Yrs FROM 2014,92,4456.00,410000.00
1-May-19,Punggol,Blk 199D Punggol Field,XX to XX,4-Room,Model A,99 Yrs FROM 2003,90,4015.00,361000.00
1-May-19,Punggol,Blk 203B Punggol Field,XX to XX,4-Room,Model A,99 Yrs FROM 2004,85,4596.00,390000.00
1-May-19,Punggol,Blk 204A Punggol Field,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,4446.00,400000.00
1-May-19,Punggol,Blk 204C Punggol Field,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,4058.00,365000.00
1-May-19,Punggol,Blk 268C Punggol Field,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,95,4639.00,440000.00
1-May-19,Punggol,Blk 210B Punggol Place,XX to XX,4-Room,Model A,99 Yrs FROM 2014,92,4564.00,420000.00
1-May-19,Punggol,Blk 274B Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,4844.00,450000.00
1-May-19,Punggol,Blk 289A Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,96,5522.00,530000.00
1-May-19,Punggol,Blk 289A Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,96,5802.00,556500.00
1-May-19,Punggol,Blk 305B Punggol Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,92,5543.00,510000.00
1-May-19,Punggol,Blk 305B Punggol Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,96,5630.00,540000.00
1-May-19,Punggol,Blk 211C Punggol Walk,XX to XX,4-Room,Model A,99 Yrs FROM 2014,92,4564.00,420000.00
1-May-19,Punggol,Blk 213B Punggol Walk,XX to XX,4-Room,Model A,Unknown,93,4930.00,458000.00
1-May-19,Punggol,Blk 271A Punggol Walk,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2014,93,5856.00,545000.00
1-May-19,Punggol,Blk 271B Punggol Walk,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2014,93,5963.00,555000.00
1-May-19,Punggol,Blk 272A Punggol Walk,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2014,97,5651.00,548000.00
1-May-19,Punggol,Blk 272D Punggol Walk,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2014,93,5834.00,542888.00
1-May-19,Punggol,Blk 272D Punggol Walk,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2014,97,5909.00,573000.00
1-May-19,Punggol,Blk 265C Punggol Way,XX to XX,4-Room,Model A,Unknown,92,5543.00,510000.00
1-May-19,Punggol,Blk 265C Punggol Way,XX to XX,4-Room,Model A,Unknown,92,6006.00,552000.00
1-May-19,Punggol,Blk 265D Punggol Way,XX to XX,4-Room,Model A,Unknown,92,5436.00,500000.00
1-May-19,Punggol,Blk 266A Punggol Way,XX to XX,4-Room,Model A,Unknown,92,5845.00,538000.00
1-May-19,Punggol,Blk 266B Punggol Way,XX to XX,4-Room,Model A,Unknown,92,4661.00,429000.00
1-May-19,Punggol,Blk 266B Punggol Way,XX to XX,4-Room,Model A,Unknown,92,5985.00,550000.00
1-May-19,Punggol,Blk 266C Punggol Way,XX to XX,4-Room,Model A,Unknown,92,5490.00,505000.00
28-Jun-19,Queenstown,Blk 53 Commonwealth Drive,XX to XX,4-Room,Model A,Unknown,96,8751.00,840000.00
28-Jun-19,Queenstown,Blk 129 Clarence Lane,XX to XX,4-Room,Model A,99 Yrs FROM 1996,104,7772.00,808000.00
28-Jun-19,Queenstown,Blk 17 Dover Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2003,92,7169.00,658888.00
28-Jun-19,Queenstown,Blk 28B Dover Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2012,88,8127.00,715000.00
28-Jun-19,Queenstown,Blk 28B Dover Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2012,95,7955.00,755000.00
28-Jun-19,Queenstown,Blk 143 Mei Ling Street,XX to XX,4-Room,Model A,99 Yrs FROM 1995,109,5963.00,649888.00
28-Jun-19,Queenstown,Blk 51 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2006,90,7782.00,700000.00
28-Jun-19,Queenstown,Blk 52 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2006,90,8396.00,755000.00
28-Jun-19,Queenstown,Blk 52 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2006,90,8504.00,765000.00
28-Jun-19,Queenstown,Blk 61B Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2011,94,8181.00,768000.00
28-Jun-19,Queenstown,Blk 61C Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2011,96,8536.00,819000.00
28-Jun-19,Queenstown,Blk 62B Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2011,93,8008.00,745000.00
28-Jun-19,Queenstown,Blk 89 Tanglin Halt Road,XX to XX,4-Room,Model A,99 Yrs FROM 2008,90,8288.00,745000.00
28-Jun-19,Queenstown,Blk 89 Tanglin Halt Road,XX to XX,4-Room,Model A,99 Yrs FROM 2008,90,8557.00,770000.00
28-Jun-19,Queenstown,Blk 91 Tanglin Halt Road,XX to XX,4-Room,Model A,99 Yrs FROM 2008,85,8837.00,750000.00
1-May-19,Queenstown,Blk 7A Commonwealth Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 1996,109,5780.00,630000.00
1-May-19,Queenstown,Blk 53 Commonwealth Drive,XX to XX,4-Room,Model A,Unknown,88,8730.00,768000.00
1-May-19,Queenstown,Blk 130 Clarence Lane,XX to XX,4-Room,Model A,99 Yrs FROM 1996,103,6211.00,639000.00
1-May-19,Queenstown,Blk 130 Clarence Lane,XX to XX,4-Room,Model A,99 Yrs FROM 1996,104,7578.00,788000.00
1-May-19,Queenstown,Blk 23 Dover Crescent,XX to XX,4-Room,Improved,99 Yrs FROM 1976,88,4585.00,403000.00
1-May-19,Queenstown,Blk 23 Dover Crescent,XX to XX,4-Room,Improved,99 Yrs FROM 1976,88,4715.00,415000.00
1-May-19,Queenstown,Blk 28A Dover Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2012,95,7739.00,735000.00
1-May-19,Queenstown,Blk 28D Dover Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2012,95,8159.00,775000.00
1-May-19,Queenstown,Blk 23 Ghim Moh Link,XX to XX,4-Room,Model A,99 Yrs FROM 2013,92,8041.00,740000.00
1-May-19,Queenstown,Blk 23 Ghim Moh Link,XX to XX,4-Room,Model A,99 Yrs FROM 2013,87,9311.00,810000.00
1-May-19,Queenstown,Blk 3 Holland Close,XX to XX,4-Room,Model A,99 Yrs FROM 1998,105,7621.00,800000.00
1-May-19,Queenstown,Blk 13 Holland Drive,XX to XX,4-Room,Improved,99 Yrs FROM 1975,88,6146.00,540888.00
1-May-19,Queenstown,Blk 18D Holland Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,8999.00,828000.00
1-May-19,Queenstown,Blk 143 Mei Ling Street,XX to XX,4-Room,Model A,99 Yrs FROM 1995,109,5737.00,625000.00
1-May-19,Queenstown,Blk 48 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2006,85,7782.00,661000.00
1-May-19,Queenstown,Blk 50 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2006,90,8170.00,735000.00
1-May-19,Queenstown,Blk 55 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2002,85,7772.00,660000.00
1-May-19,Queenstown,Blk 58 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2000,85,7890.00,670000.00
1-May-19,Queenstown,Blk 58 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2000,96,7298.00,700000.00
1-May-19,Queenstown,Blk 59 Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2000,85,6954.00,590000.00
1-May-19,Queenstown,Blk 61A Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2011,96,7868.00,755000.00
1-May-19,Queenstown,Blk 61C Strathmore Avenue,XX to XX,4-Room,Model A,99 Yrs FROM 2011,93,7847.00,730000.00
1-May-19,Queenstown,Blk 91 Tanglin Halt Road,XX to XX,4-Room,Model A,99 Yrs FROM 2008,85,8084.00,686000.00
28-Jun-19,Sembawang,Blk 354A Admiralty Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2002,93,3821.00,355000.00
28-Jun-19,Sembawang,Blk 359 Admiralty Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,94,3854.00,362000.00
28-Jun-19,Sembawang,Blk 401 Admiralty Link,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,3337.00,300000.00
28-Jun-19,Sembawang,Blk 403 Admiralty Link,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,3563.00,320000.00
28-Jun-19,Sembawang,Blk 405 Admiralty Link,XX to XX,4-Room,Model A2,99 Yrs FROM 2001,86,3552.00,305000.00
28-Jun-19,Sembawang,Blk 485 Admiralty Link,XX to XX,4-Room,Model A2,99 Yrs FROM 2003,85,3498.00,297000.00
28-Jun-19,Sembawang,Blk 490 Admiralty Link,XX to XX,4-Room,Model A,99 Yrs FROM 2010,94,3746.00,352000.00
28-Jun-19,Sembawang,Blk 425 Canberra Road,XX to XX,4-Room,Model A,99 Yrs FROM 2001,92,3531.00,325000.00
28-Jun-19,Sembawang,Blk 330 Sembawang Close,XX to XX,4-Room,Model A,99 Yrs FROM 1999,101,3563.00,360000.00
28-Jun-19,Sembawang,Blk 340B Sembawang Close,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,95,3541.00,336000.00
28-Jun-19,Sembawang,Blk 340B Sembawang Close,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,94,3918.00,368000.00
28-Jun-19,Sembawang,Blk 314 Sembawang Drive,XX to XX,4-Room,Model A2,99 Yrs FROM 1999,96,3649.00,350000.00
28-Jun-19,Sembawang,Blk 463B Sembawang Drive,XX to XX,4-Room,Model A,Unknown,92,3972.00,365000.00
28-Jun-19,Sembawang,Blk 463B Sembawang Drive,XX to XX,4-Room,Model A,Unknown,92,4004.00,368000.00
28-Jun-19,Sembawang,Blk 463C Sembawang Drive,XX to XX,4-Room,Model A,Unknown,92,3531.00,325000.00
28-Jun-19,Sembawang,Blk 463C Sembawang Drive,XX to XX,4-Room,Model A,Unknown,92,4026.00,370000.00
28-Jun-19,Sembawang,Blk 317 Sembawang Vista,XX to XX,4-Room,Model A,99 Yrs FROM 1999,103,3305.00,340000.00
28-Jun-19,Sembawang,Blk 501A Wellington Circle,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,3574.00,325000.00
28-Jun-19,Sembawang,Blk 508A Wellington Circle,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,3671.00,330000.00
28-Jun-19,Sembawang,Blk 509B Wellington Circle,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,3778.00,340000.00
1-May-19,Sembawang,Blk 359 Admiralty Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,94,3671.00,345000.00
1-May-19,Sembawang,Blk 360C Admiralty Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,95,3897.00,370000.00
1-May-19,Sembawang,Blk 482 Admiralty Link,XX to XX,4-Room,Model A2,99 Yrs FROM 2004,86,3412.00,293000.00
1-May-19,Sembawang,Blk 485 Admiralty Link,XX to XX,4-Room,Model A2,99 Yrs FROM 2003,85,3649.00,310000.00
1-May-19,Sembawang,Blk 487 Admiralty Link,XX to XX,4-Room,Model A,99 Yrs FROM 2010,94,3617.00,340000.00
1-May-19,Sembawang,Blk 488 Admiralty Link,XX to XX,4-Room,Model A,99 Yrs FROM 2010,94,3509.00,330000.00
1-May-19,Sembawang,Blk 488 Admiralty Link,XX to XX,4-Room,Model A,99 Yrs FROM 2010,94,3810.00,358000.00
1-May-19,Sembawang,Blk 491 Admiralty Link,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,3337.00,300000.00
1-May-19,Sembawang,Blk 351B Canberra Road,XX to XX,4-Room,Model A,99 Yrs FROM 2001,93,4252.00,395000.00
1-May-19,Sembawang,Blk 418 Canberra Road,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,3563.00,320000.00
1-May-19,Sembawang,Blk 504D Montreal Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,3541.00,318000.00
1-May-19,Sembawang,Blk 324 Sembawang Close,XX to XX,4-Room,Model A,99 Yrs FROM 1999,100,3251.00,325000.00
1-May-19,Sembawang,Blk 340A Sembawang Close,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,94,3993.00,375000.00
1-May-19,Sembawang,Blk 406 Sembawang Drive,XX to XX,4-Room,Model A2,99 Yrs FROM 2001,86,3488.00,300000.00
1-May-19,Sembawang,Blk 407 Sembawang Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,3444.00,310000.00
1-May-19,Sembawang,Blk 463B Sembawang Drive,XX to XX,4-Room,Model A,Unknown,92,4413.00,406000.00
1-May-19,Sembawang,Blk 463C Sembawang Drive,XX to XX,4-Room,Model A,Unknown,92,4004.00,368000.00
1-May-19,Sembawang,Blk 466D Sembawang Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2006,91,3358.00,305000.00
1-May-19,Sembawang,Blk 477 Sembawang Drive,XX to XX,4-Room,Model A2,99 Yrs FROM 2000,86,3488.00,300000.00
1-May-19,Sembawang,Blk 478 Sembawang Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2000,90,3498.00,315000.00
1-May-19,Sembawang,Blk 508A Wellington Circle,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,3897.00,350000.00
1-May-19,Sembawang,Blk 508C Wellington Circle,XX to XX,4-Room,Model A,99 Yrs FROM 2004,85,3886.00,330000.00
1-May-19,Sembawang,Blk 510A Wellington Circle,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,3671.00,330000.00
28-Jun-19,Sengkang,Blk 320D Anchorvale Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2002,90,4618.00,415000.00
28-Jun-19,Sengkang,Blk 305D Anchorvale Link,XX to XX,4-Room,Model A,99 Yrs FROM 2002,90,3832.00,345000.00
28-Jun-19,Sengkang,Blk 318B Anchorvale Link,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,92,4133.00,380000.00
28-Jun-19,Sengkang,Blk 332B Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,5005.00,460000.00
28-Jun-19,Sengkang,Blk 332B Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,5113.00,470000.00
28-Jun-19,Sengkang,Blk 333C Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,5199.00,478000.00
28-Jun-19,Sengkang,Blk 326A Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4779.00,440000.00
28-Jun-19,Sengkang,Blk 326A Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4865.00,447000.00
28-Jun-19,Sengkang,Blk 326C Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,5005.00,460000.00
28-Jun-19,Sengkang,Blk 326D Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4898.00,450000.00
28-Jun-19,Sengkang,Blk 327C Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4618.00,425000.00
28-Jun-19,Sengkang,Blk 327C Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4801.00,441800.00
28-Jun-19,Sengkang,Blk 327C Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4919.00,452000.00
28-Jun-19,Sengkang,Blk 327C Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4984.00,458000.00
28-Jun-19,Sengkang,Blk 327C Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,5167.00,475000.00
28-Jun-19,Sengkang,Blk 265E Compassvale Bow,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2007,92,5597.00,515000.00
28-Jun-19,Sengkang,Blk 295B Compassvale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2002,90,3444.00,310000.00
28-Jun-19,Sengkang,Blk 296C Compassvale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2002,90,3671.00,330000.00
28-Jun-19,Sengkang,Blk 212C Compassvale Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,95,4898.00,465000.00
28-Jun-19,Sengkang,Blk 207D Compassvale Lane,XX to XX,4-Room,Model A,99 Yrs FROM 2005,85,4478.00,380000.00
28-Jun-19,Sengkang,Blk 207D Compassvale Lane,XX to XX,4-Room,Model A,99 Yrs FROM 2005,92,4349.00,400000.00
28-Jun-19,Sengkang,Blk 208A Compassvale Lane,XX to XX,4-Room,Model A,99 Yrs FROM 2011,92,4112.00,378000.00
28-Jun-19,Sengkang,Blk 211B Compassvale Lane,XX to XX,4-Room,Model A,99 Yrs FROM 2013,95,4951.00,470000.00
28-Jun-19,Sengkang,Blk 273A Compassvale Link,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,90,6232.00,560000.00
28-Jun-19,Sengkang,Blk 273D Compassvale Link,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,90,6114.00,550000.00
28-Jun-19,Sengkang,Blk 273D Compassvale Link,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,90,6200.00,558000.00
28-Jun-19,Sengkang,Blk 203E Compassvale Road,XX to XX,4-Room,Model A,99 Yrs FROM 2000,90,4230.00,380000.00
28-Jun-19,Sengkang,Blk 226A Compassvale Walk,XX to XX,4-Room,Model A,99 Yrs FROM 1999,102,3649.00,372000.00
28-Jun-19,Sengkang,Blk 226A Compassvale Walk,XX to XX,4-Room,Model A,99 Yrs FROM 1999,102,4069.00,415000.00
28-Jun-19,Sengkang,Blk 237 Compassvale Walk,XX to XX,4-Room,Model A,99 Yrs FROM 1999,101,4144.00,418000.00
28-Jun-19,Sengkang,Blk 407A Fernvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2005,90,4499.00,405000.00
28-Jun-19,Sengkang,Blk 408B Fernvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2004,95,4370.00,415000.00
28-Jun-19,Sengkang,Blk 408C Fernvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2005,95,4187.00,398000.00
28-Jun-19,Sengkang,Blk 408C Fernvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2005,95,4424.00,420000.00
28-Jun-19,Sengkang,Blk 410B Fernvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,96,4672.00,448000.00
28-Jun-19,Sengkang,Blk 435A Fernvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,94,4682.00,440000.00
28-Jun-19,Sengkang,Blk 435B Fernvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,94,4446.00,418000.00
28-Jun-19,Sengkang,Blk 441B Fernvale Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4672.00,430000.00
28-Jun-19,Sengkang,Blk 441D Fernvale Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,94,4790.00,450000.00
28-Jun-19,Sengkang,Blk 443B Fernvale Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,94,5059.00,475000.00
28-Jun-19,Sengkang,Blk 453B Fernvale Road,XX to XX,4-Room,Model A,Unknown,92,4672.00,430000.00
28-Jun-19,Sengkang,Blk 453B Fernvale Road,XX to XX,4-Room,Model A,Unknown,92,4779.00,440000.00
28-Jun-19,Sengkang,Blk 446B Jalan Kayu,XX to XX,4-Room,Model A,99 Yrs FROM 2013,93,4306.00,400000.00
28-Jun-19,Sengkang,Blk 446C Jalan Kayu,XX to XX,4-Room,Model A,99 Yrs FROM 2013,93,4650.00,432000.00
28-Jun-19,Sengkang,Blk 154 Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2005,91,4069.00,370000.00
28-Jun-19,Sengkang,Blk 158C Rivervale Crescent,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,94,3886.00,365000.00
28-Jun-19,Sengkang,Blk 178A Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2015,93,4026.00,374000.00
28-Jun-19,Sengkang,Blk 178A Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2015,93,4252.00,395000.00
28-Jun-19,Sengkang,Blk 178A Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2015,93,4284.00,398000.00
28-Jun-19,Sengkang,Blk 178C Rivervale Crescent,XX to XX,4-Room,Model A,Unknown,93,3854.00,358000.00
28-Jun-19,Sengkang,Blk 180C Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2015,93,3821.00,355000.00
28-Jun-19,Sengkang,Blk 180C Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2015,93,4359.00,405000.00
28-Jun-19,Sengkang,Blk 183C Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2003,90,3671.00,330000.00
28-Jun-19,Sengkang,Blk 184B Rivervale Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2003,90,4133.00,372000.00
28-Jun-19,Sengkang,Blk 119B Rivervale Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,101,3563.00,360000.00
28-Jun-19,Sengkang,Blk 123C Rivervale Drive,XX to XX,4-Room,Model A,99 Yrs FROM 1999,101,3681.00,372000.00
28-Jun-19,Sengkang,Blk 124A Rivervale Drive,XX to XX,4-Room,Model A,99 Yrs FROM 1999,100,3617.00,362000.00
28-Jun-19,Sengkang,Blk 195 Rivervale Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,3681.00,335000.00
28-Jun-19,Sengkang,Blk 197 Rivervale Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,3541.00,322000.00
28-Jun-19,Sengkang,Blk 129 Rivervale Street,XX to XX,4-Room,Model A,99 Yrs FROM 1999,100,4004.00,400000.00
28-Jun-19,Sengkang,Blk 101 Rivervale Walk,XX to XX,4-Room,Model A,99 Yrs FROM 1999,101,3466.00,350000.00
28-Jun-19,Sengkang,Blk 113 Rivervale Walk,XX to XX,4-Room,Model A,99 Yrs FROM 1998,100,3401.00,340000.00
28-Jun-19,Sengkang,Blk 114 Rivervale Walk,XX to XX,4-Room,Model A,99 Yrs FROM 1998,102,3380.00,345000.00
28-Jun-19,Sengkang,Blk 271A Sengkang Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2010,93,5328.00,495000.00
28-Jun-19,Sengkang,Blk 271B Sengkang Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2010,93,5694.00,530000.00
28-Jun-19,Sengkang,Blk 272A Sengkang Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,90,5619.00,505000.00
28-Jun-19,Sengkang,Blk 272C Sengkang Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,90,6114.00,550000.00
1-May-19,Sengkang,Blk 303A Anchorvale Link,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,4004.00,360000.00
1-May-19,Sengkang,Blk 332B Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,4876.00,448000.00
1-May-19,Sengkang,Blk 332B Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,4951.00,455000.00
1-May-19,Sengkang,Blk 332C Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,4779.00,440000.00
1-May-19,Sengkang,Blk 333C Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,5221.00,480000.00
1-May-19,Sengkang,Blk 333C Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,5350.00,492000.00
1-May-19,Sengkang,Blk 333D Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,4639.00,426888.00
1-May-19,Sengkang,Blk 333D Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,5005.00,460000.00
1-May-19,Sengkang,Blk 333D Anchorvale Link,XX to XX,4-Room,Model A,Unknown,92,5199.00,478000.00
1-May-19,Sengkang,Blk 309D Anchorvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2002,95,3972.00,377000.00
1-May-19,Sengkang,Blk 313A Anchorvale Road,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,92,3584.00,330000.00
1-May-19,Sengkang,Blk 326A Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4564.00,420000.00
1-May-19,Sengkang,Blk 326A Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,4898.00,450000.00
1-May-19,Sengkang,Blk 326C Anchorvale Road,XX to XX,4-Room,Premium Apartment.,Unknown,92,5091.00,468000.00
